Datetime,Open,High,Low,Close,Adj Close,Volume,Date
2023-12-20 00:00:00+00:00,42261.30078125,42432.234375,42237.53515625,42406.890625,42406.890625,0,2023-12-20 00:00:00+00:00
2023-12-20 01:00:00+00:00,42413.72265625,42482.55078125,42260.9765625,42332.13671875,42332.13671875,0,2023-12-20 01:00:00+00:00
2023-12-20 02:00:00+00:00,42310.671875,42437.99609375,42223.81640625,42428.13671875,42428.13671875,0,2023-12-20 02:00:00+00:00
2023-12-20 03:00:00+00:00,42425.7578125,42463.8828125,42377.0234375,42402.8984375,42402.8984375,0,2023-12-20 03:00:00+00:00
2023-12-20 04:00:00+00:00,42407.90625,42829.6953125,42382.9921875,42829.6953125,42829.6953125,308840448,2023-12-20 04:00:00+00:00
2023-12-20 05:00:00+00:00,42807.39453125,42807.39453125,42584.8203125,42702.01171875,42702.01171875,141711360,2023-12-20 05:00:00+00:00
2023-12-20 06:00:00+00:00,42700.796875,42976.91796875,42635.1328125,42848.21484375,42848.21484375,365504512,2023-12-20 06:00:00+00:00
2023-12-20 07:00:00+00:00,42856.93359375,42928.46875,42797.37109375,42916.9140625,42916.9140625,0,2023-12-20 07:00:00+00:00
2023-12-20 08:00:00+00:00,42915.29296875,42963.8984375,42768.4609375,42796.640625,42796.640625,0,2023-12-20 08:00:00+00:00
2023-12-20 09:00:00+00:00,42787.578125,42934.8125,42739.33203125,42781.84375,42781.84375,0,2023-12-20 09:00:00+00:00
2023-12-20 10:00:00+00:00,42772.94140625,42851.109375,42705.375,42828.19921875,42828.19921875,0,2023-12-20 10:00:00+00:00
2023-12-20 11:00:00+00:00,42855.1953125,42950.8125,42753.5390625,42850.58984375,42850.58984375,0,2023-12-20 11:00:00+00:00
2023-12-20 12:00:00+00:00,42852.75390625,42982.97265625,42764.515625,42974.99609375,42974.99609375,34187264,2023-12-20 12:00:00+00:00
2023-12-20 13:00:00+00:00,42970.890625,43744.39453125,42970.890625,43744.39453125,43744.39453125,2077712384,2023-12-20 13:00:00+00:00
2023-12-20 14:00:00+00:00,43740.1484375,44127.87890625,43644.3671875,43910.51171875,43910.51171875,1352949760,2023-12-20 14:00:00+00:00
