Datetime,Open,High,Low,Close,Adj Close,Volume,Date
2023-11-22 00:00:00+00:00,1933.5831298828125,1955.4423828125,1933.1629638671875,1955.4383544921875,1955.4383544921875,0,2023-11-22 00:00:00+00:00
2023-11-22 01:00:00+00:00,1955.70947265625,1966.1597900390625,1955.4957275390625,1964.45458984375,1964.45458984375,110209024,2023-11-22 01:00:00+00:00
2023-11-22 02:00:00+00:00,1963.891357421875,1974.675537109375,1961.622314453125,1974.675537109375,1974.675537109375,0,2023-11-22 02:00:00+00:00
2023-11-22 03:00:00+00:00,1974.1064453125,1979.0023193359375,1970.7779541015625,1979.0023193359375,1979.0023193359375,118787072,2023-11-22 03:00:00+00:00
2023-11-22 04:00:00+00:00,1978.60498046875,1988.2774658203125,1978.000732421875,1987.822509765625,1987.822509765625,223286272,2023-11-22 04:00:00+00:00
2023-11-22 05:00:00+00:00,1987.3641357421875,1991.06494140625,1983.7852783203125,1984.2353515625,1984.2353515625,79590400,2023-11-22 05:00:00+00:00
2023-11-22 06:00:00+00:00,1984.7908935546875,1996.5836181640625,1984.7908935546875,1995.6318359375,1995.6318359375,186507264,2023-11-22 06:00:00+00:00
2023-11-22 07:00:00+00:00,1994.903564453125,2001.197265625,1992.796142578125,1994.5322265625,1994.5322265625,42673152,2023-11-22 07:00:00+00:00
2023-11-22 08:00:00+00:00,1994.1458740234375,2004.2642822265625,1993.7578125,2003.77734375,2003.77734375,68526080,2023-11-22 08:00:00+00:00
2023-11-22 09:00:00+00:00,2003.675048828125,2009.9326171875,2003.4171142578125,2008.94189453125,2008.94189453125,138295296,2023-11-22 09:00:00+00:00
2023-11-22 10:00:00+00:00,2010.2725830078125,2029.078857421875,2004.5286865234375,2026.3665771484375,2026.3665771484375,352120832,2023-11-22 10:00:00+00:00
2023-11-22 11:00:00+00:00,2026.0770263671875,2026.7486572265625,2015.731201171875,2015.731201171875,2015.731201171875,239099904,2023-11-22 11:00:00+00:00
2023-11-22 12:00:00+00:00,2016.1170654296875,2024.2843017578125,2011.9683837890625,2022.4925537109375,2022.4925537109375,188954624,2023-11-22 12:00:00+00:00
2023-11-22 13:00:00+00:00,2022.853271484375,2035.608642578125,2017.6187744140625,2033.4678955078125,2033.4678955078125,432876544,2023-11-22 13:00:00+00:00
2023-11-22 14:00:00+00:00,2031.5252685546875,2034.0667724609375,2018.906494140625,2024.6285400390625,2024.6285400390625,0,2023-11-22 14:00:00+00:00
2023-11-22 15:00:00+00:00,2024.547119140625,2033.9974365234375,2017.037109375,2032.7781982421875,2032.7781982421875,0,2023-11-22 15:00:00+00:00
2023-11-22 16:00:00+00:00,2034.3712158203125,2050.734619140625,2029.514404296875,2032.5706787109375,2032.5706787109375,0,2023-11-22 16:00:00+00:00
2023-11-22 17:00:00+00:00,2033.001953125,2041.3466796875,2031.1986083984375,2033.6610107421875,2033.6610107421875,0,2023-11-22 17:00:00+00:00
2023-11-22 18:00:00+00:00,2034.2911376953125,2060.94921875,2033.73095703125,2060.94921875,2060.94921875,56753152,2023-11-22 18:00:00+00:00
2023-11-22 19:00:00+00:00,2062.549560546875,2082.224609375,2060.438720703125,2077.181640625,2077.181640625,560372736,2023-11-22 19:00:00+00:00
2023-11-22 20:00:00+00:00,2077.31884765625,2080.75048828125,2072.771484375,2078.23681640625,2078.23681640625,0,2023-11-22 20:00:00+00:00
2023-11-22 21:00:00+00:00,2076.402587890625,2089.51416015625,2073.392822265625,2081.5634765625,2081.5634765625,348399616,2023-11-22 21:00:00+00:00
2023-11-22 22:00:00+00:00,2082.167236328125,2088.03515625,2065.3203125,2065.49072265625,2065.49072265625,0,2023-11-22 22:00:00+00:00
2023-11-22 23:00:00+00:00,2065.169921875,2067.776611328125,2059.309326171875,2065.38525390625,2065.38525390625,0,2023-11-22 23:00:00+00:00
2023-11-23 00:00:00+00:00,2063.905517578125,2066.10791015625,2053.818359375,2054.872314453125,2054.872314453125,0,2023-11-23 00:00:00+00:00
2023-11-23 01:00:00+00:00,2054.369384765625,2070.452392578125,2054.281494140625,2067.729248046875,2067.729248046875,0,2023-11-23 01:00:00+00:00
2023-11-23 02:00:00+00:00,2067.831298828125,2068.668212890625,2059.706787109375,2064.254150390625,2064.254150390625,0,2023-11-23 02:00:00+00:00
2023-11-23 03:00:00+00:00,2063.406982421875,2065.2265625,2056.386962890625,2060.566650390625,2060.566650390625,0,2023-11-23 03:00:00+00:00
2023-11-23 04:00:00+00:00,2060.102783203125,2065.87939453125,2058.570556640625,2063.33447265625,2063.33447265625,0,2023-11-23 04:00:00+00:00
2023-11-23 05:00:00+00:00,2062.897216796875,2068.42236328125,2062.659912109375,2063.792724609375,2063.792724609375,0,2023-11-23 05:00:00+00:00
2023-11-23 06:00:00+00:00,2064.033935546875,2064.301025390625,2059.383544921875,2061.8388671875,2061.8388671875,0,2023-11-23 06:00:00+00:00
2023-11-23 07:00:00+00:00,2061.919921875,2068.686279296875,2061.919921875,2065.482177734375,2065.482177734375,0,2023-11-23 07:00:00+00:00
2023-11-23 08:00:00+00:00,2065.9501953125,2081.298828125,2065.00146484375,2081.298828125,2081.298828125,0,2023-11-23 08:00:00+00:00
2023-11-23 09:00:00+00:00,2081.895751953125,2087.02099609375,2076.66650390625,2086.107666015625,2086.107666015625,0,2023-11-23 09:00:00+00:00
2023-11-23 10:00:00+00:00,2087.734375,2088.031982421875,2072.18896484375,2072.336181640625,2072.336181640625,0,2023-11-23 10:00:00+00:00
2023-11-23 11:00:00+00:00,2072.25439453125,2072.25439453125,2048.43896484375,2062.495361328125,2062.495361328125,116580352,2023-11-23 11:00:00+00:00
2023-11-23 12:00:00+00:00,2062.799560546875,2070.098388671875,2055.42724609375,2056.06005859375,2056.06005859375,0,2023-11-23 12:00:00+00:00
2023-11-23 13:00:00+00:00,2056.491943359375,2063.205078125,2050.03369140625,2053.885009765625,2053.885009765625,0,2023-11-23 13:00:00+00:00
2023-11-23 14:00:00+00:00,2053.41015625,2062.422607421875,2052.728759765625,2059.695556640625,2059.695556640625,0,2023-11-23 14:00:00+00:00
2023-11-23 15:00:00+00:00,2059.859130859375,2062.1875,2041.4642333984375,2043.099853515625,2043.099853515625,0,2023-11-23 15:00:00+00:00
2023-11-23 16:00:00+00:00,2042.937255859375,2053.287841796875,2041.8070068359375,2050.275146484375,2050.275146484375,0,2023-11-23 16:00:00+00:00
2023-11-23 17:00:00+00:00,2050.309326171875,2061.063232421875,2050.309326171875,2058.114990234375,2058.114990234375,0,2023-11-23 17:00:00+00:00
2023-11-23 18:00:00+00:00,2058.22314453125,2062.220458984375,2058.14208984375,2060.649169921875,2060.649169921875,0,2023-11-23 18:00:00+00:00
2023-11-23 19:00:00+00:00,2060.6748046875,2066.261474609375,2057.229736328125,2062.6904296875,2062.6904296875,0,2023-11-23 19:00:00+00:00
2023-11-23 20:00:00+00:00,2062.63330078125,2067.26416015625,2062.369873046875,2066.818115234375,2066.818115234375,0,2023-11-23 20:00:00+00:00
2023-11-23 21:00:00+00:00,2066.498046875,2076.41796875,2065.031494140625,2068.631591796875,2068.631591796875,0,2023-11-23 21:00:00+00:00
2023-11-23 22:00:00+00:00,2068.741943359375,2069.83203125,2062.43701171875,2066.538818359375,2066.538818359375,0,2023-11-23 22:00:00+00:00
