Datetime,Open,High,Low,Close,Adj Close,Volume,Date
2023-12-15 00:00:00+00:00,2316.1103515625,2316.892822265625,2302.475830078125,2302.475830078125,2302.475830078125,0,2023-12-15 00:00:00+00:00
2023-12-15 01:00:00+00:00,2300.89892578125,2304.614501953125,2296.630859375,2298.278076171875,2298.278076171875,0,2023-12-15 01:00:00+00:00
2023-12-15 02:00:00+00:00,2298.618896484375,2299.5703125,2286.8486328125,2289.296875,2289.296875,15237120,2023-12-15 02:00:00+00:00
2023-12-15 03:00:00+00:00,2288.820068359375,2289.596923828125,2279.583984375,2281.6923828125,2281.6923828125,216015872,2023-12-15 03:00:00+00:00
2023-12-15 04:00:00+00:00,2280.271728515625,2282.625244140625,2275.819580078125,2281.78076171875,2281.78076171875,131520512,2023-12-15 04:00:00+00:00
2023-12-15 05:00:00+00:00,2281.908447265625,2283.00732421875,2265.42919921875,2266.249755859375,2266.249755859375,224226304,2023-12-15 05:00:00+00:00
2023-12-15 06:00:00+00:00,2266.1806640625,2268.85888671875,2259.387451171875,2259.387451171875,2259.387451171875,0,2023-12-15 06:00:00+00:00
2023-12-15 07:00:00+00:00,2259.468994140625,2271.072021484375,2259.468994140625,2271.072021484375,2271.072021484375,112769024,2023-12-15 07:00:00+00:00
2023-12-15 08:00:00+00:00,2272.24365234375,2277.69189453125,2267.589111328125,2277.65966796875,2277.65966796875,0,2023-12-15 08:00:00+00:00
2023-12-15 09:00:00+00:00,2277.7802734375,2286.099853515625,2276.0107421875,2276.6982421875,2276.6982421875,0,2023-12-15 09:00:00+00:00
2023-12-15 10:00:00+00:00,2277.238525390625,2281.3310546875,2274.180419921875,2279.96435546875,2279.96435546875,0,2023-12-15 10:00:00+00:00
2023-12-15 11:00:00+00:00,2279.77685546875,2279.8076171875,2271.77880859375,2273.110595703125,2273.110595703125,0,2023-12-15 11:00:00+00:00
2023-12-15 12:00:00+00:00,2273.426513671875,2273.426513671875,2261.15283203125,2261.7568359375,2261.7568359375,0,2023-12-15 12:00:00+00:00
2023-12-15 13:00:00+00:00,2260.64013671875,2260.64013671875,2243.739990234375,2249.71923828125,2249.71923828125,0,2023-12-15 13:00:00+00:00
2023-12-15 14:00:00+00:00,2249.611083984375,2253.3505859375,2235.48974609375,2243.841552734375,2243.841552734375,0,2023-12-15 14:00:00+00:00
2023-12-15 15:00:00+00:00,2244.124755859375,2248.327392578125,2225.34814453125,2230.89599609375,2230.89599609375,0,2023-12-15 15:00:00+00:00
2023-12-15 16:00:00+00:00,2230.87060546875,2244.272216796875,2229.802490234375,2237.861083984375,2237.861083984375,13221888,2023-12-15 16:00:00+00:00
2023-12-15 17:00:00+00:00,2237.634521484375,2244.676025390625,2230.850830078125,2231.180419921875,2231.180419921875,0,2023-12-15 17:00:00+00:00
2023-12-15 18:00:00+00:00,2230.34326171875,2244.89697265625,2229.87060546875,2244.89697265625,2244.89697265625,0,2023-12-15 18:00:00+00:00
2023-12-15 19:00:00+00:00,2244.85302734375,2248.067626953125,2241.0068359375,2241.11083984375,2241.11083984375,0,2023-12-15 19:00:00+00:00
2023-12-15 20:00:00+00:00,2242.4111328125,2252.3056640625,2240.95458984375,2251.893798828125,2251.893798828125,52686848,2023-12-15 20:00:00+00:00
2023-12-15 21:00:00+00:00,2251.73046875,2252.053955078125,2245.069091796875,2245.069091796875,2245.069091796875,0,2023-12-15 21:00:00+00:00
2023-12-15 22:00:00+00:00,2245.308837890625,2246.223388671875,2228.313720703125,2234.424560546875,2234.424560546875,1550336,2023-12-15 22:00:00+00:00
2023-12-15 23:00:00+00:00,2233.03173828125,2237.12451171875,2214.26318359375,2219.077880859375,2219.077880859375,37447680,2023-12-15 23:00:00+00:00
2023-12-16 00:00:00+00:00,2220.41552734375,2231.10205078125,2213.55078125,2226.800537109375,2226.800537109375,136850432,2023-12-16 00:00:00+00:00
2023-12-16 01:00:00+00:00,2227.35009765625,2244.661376953125,2227.35009765625,2241.27880859375,2241.27880859375,43376640,2023-12-16 01:00:00+00:00
2023-12-16 02:00:00+00:00,2240.981689453125,2245.639404296875,2240.981689453125,2243.4619140625,2243.4619140625,0,2023-12-16 02:00:00+00:00
2023-12-16 03:00:00+00:00,2244.39599609375,2257.38818359375,2244.39599609375,2256.546142578125,2256.546142578125,0,2023-12-16 03:00:00+00:00
2023-12-16 04:00:00+00:00,2254.067138671875,2254.067138671875,2246.4658203125,2249.038818359375,2249.038818359375,0,2023-12-16 04:00:00+00:00
2023-12-16 05:00:00+00:00,2249.35205078125,2250.350830078125,2245.04443359375,2246.419677734375,2246.419677734375,0,2023-12-16 05:00:00+00:00
2023-12-16 06:00:00+00:00,2246.4130859375,2248.759521484375,2240.59716796875,2243.026611328125,2243.026611328125,0,2023-12-16 06:00:00+00:00
2023-12-16 07:00:00+00:00,2243.02880859375,2243.76318359375,2238.017822265625,2239.800048828125,2239.800048828125,0,2023-12-16 07:00:00+00:00
2023-12-16 08:00:00+00:00,2240.07080078125,2243.814208984375,2239.558837890625,2242.793212890625,2242.793212890625,0,2023-12-16 08:00:00+00:00
2023-12-16 09:00:00+00:00,2242.711181640625,2248.958740234375,2242.711181640625,2245.485595703125,2245.485595703125,0,2023-12-16 09:00:00+00:00
2023-12-16 10:00:00+00:00,2245.0810546875,2246.86328125,2243.516845703125,2246.77685546875,2246.77685546875,0,2023-12-16 10:00:00+00:00
2023-12-16 11:00:00+00:00,2247.44091796875,2251.70849609375,2244.817138671875,2251.0283203125,2251.0283203125,0,2023-12-16 11:00:00+00:00
2023-12-16 12:00:00+00:00,2251.415771484375,2255.529541015625,2246.928466796875,2254.908203125,2254.908203125,0,2023-12-16 12:00:00+00:00
