Datetime,Open,High,Low,Close,Adj Close,Volume,Date
2023-12-15 00:00:00+00:00,43028.25,43087.82421875,42920.89453125,42920.89453125,42920.89453125,0,2023-12-15 00:00:00+00:00
2023-12-15 01:00:00+00:00,42897.87109375,43044.03125,42897.87109375,42965.625,42965.625,0,2023-12-15 01:00:00+00:00
2023-12-15 02:00:00+00:00,42982.09765625,42995.97265625,42854.0078125,42910.515625,42910.515625,0,2023-12-15 02:00:00+00:00
2023-12-15 03:00:00+00:00,42883.421875,42892.52734375,42694.3515625,42798.73828125,42798.73828125,470300672,2023-12-15 03:00:00+00:00
2023-12-15 04:00:00+00:00,42781.8359375,42811.015625,42721.30078125,42806.86328125,42806.86328125,101656576,2023-12-15 04:00:00+00:00
2023-12-15 05:00:00+00:00,42809.29296875,42854.33203125,42589.84765625,42596.83203125,42596.83203125,218542080,2023-12-15 05:00:00+00:00
2023-12-15 06:00:00+00:00,42603.13671875,42634.484375,42555.0,42586.4140625,42586.4140625,0,2023-12-15 06:00:00+00:00
2023-12-15 07:00:00+00:00,42570.25,42702.40234375,42570.25,42702.34375,42702.34375,9723904,2023-12-15 07:00:00+00:00
2023-12-15 08:00:00+00:00,42720.05859375,42878.10546875,42658.01953125,42878.10546875,42878.10546875,159922176,2023-12-15 08:00:00+00:00
2023-12-15 09:00:00+00:00,42883.3359375,43020.4375,42822.63671875,42823.19921875,42823.19921875,109719552,2023-12-15 09:00:00+00:00
2023-12-15 10:00:00+00:00,42844.50390625,42892.20703125,42774.91796875,42848.72265625,42848.72265625,0,2023-12-15 10:00:00+00:00
2023-12-15 11:00:00+00:00,42849.359375,42863.1796875,42729.18359375,42785.55078125,42785.55078125,0,2023-12-15 11:00:00+00:00
2023-12-15 12:00:00+00:00,42782.73046875,42782.73046875,42630.125,42630.125,42630.125,0,2023-12-15 12:00:00+00:00
2023-12-15 13:00:00+00:00,42614.21484375,42614.21484375,42235.15625,42305.54296875,42305.54296875,0,2023-12-15 13:00:00+00:00
2023-12-15 14:00:00+00:00,42301.6328125,42348.6484375,42028.99609375,42166.1171875,42166.1171875,0,2023-12-15 14:00:00+00:00
2023-12-15 15:00:00+00:00,42182.71875,42246.4140625,41692.96875,41850.6953125,41850.6953125,180543488,2023-12-15 15:00:00+00:00
2023-12-15 16:00:00+00:00,41888.234375,42082.92578125,41728.08984375,41806.1953125,41806.1953125,0,2023-12-15 16:00:00+00:00
2023-12-15 17:00:00+00:00,41801.40625,42048.90234375,41792.078125,41857.2421875,41857.2421875,0,2023-12-15 17:00:00+00:00
2023-12-15 18:00:00+00:00,41848.57421875,42114.5546875,41843.8984375,42114.5546875,42114.5546875,0,2023-12-15 18:00:00+00:00
2023-12-15 19:00:00+00:00,42114.21875,42170.734375,41999.859375,42036.7109375,42036.7109375,0,2023-12-15 19:00:00+00:00
2023-12-15 20:00:00+00:00,42088.46875,42266.40625,42084.1484375,42266.40625,42266.40625,0,2023-12-15 20:00:00+00:00
2023-12-15 21:00:00+00:00,42250.52734375,42250.52734375,42143.77734375,42194.76953125,42194.76953125,0,2023-12-15 21:00:00+00:00
2023-12-15 22:00:00+00:00,42221.9765625,42255.0234375,41985.32421875,42110.0546875,42110.0546875,34433024,2023-12-15 22:00:00+00:00
2023-12-15 23:00:00+00:00,42093.25390625,42168.078125,41932.5390625,41933.59375,41933.59375,31858688,2023-12-15 23:00:00+00:00
2023-12-16 00:00:00+00:00,41937.7421875,42050.1796875,41723.11328125,41886.625,41886.625,226818048,2023-12-16 00:00:00+00:00
2023-12-16 01:00:00+00:00,41896.45703125,42127.54296875,41896.45703125,42065.29296875,42065.29296875,137586688,2023-12-16 01:00:00+00:00
2023-12-16 02:00:00+00:00,42060.42578125,42170.71875,42053.69921875,42125.73828125,42125.73828125,0,2023-12-16 02:00:00+00:00
2023-12-16 03:00:00+00:00,42147.73828125,42370.5625,42114.23828125,42347.61328125,42347.61328125,0,2023-12-16 03:00:00+00:00
2023-12-16 04:00:00+00:00,42330.17578125,42337.35546875,42248.76171875,42271.32421875,42271.32421875,0,2023-12-16 04:00:00+00:00
2023-12-16 05:00:00+00:00,42274.14453125,42290.78515625,42197.19921875,42235.06640625,42235.06640625,0,2023-12-16 05:00:00+00:00
2023-12-16 06:00:00+00:00,42236.71875,42291.9140625,42134.44921875,42183.140625,42183.140625,0,2023-12-16 06:00:00+00:00
2023-12-16 07:00:00+00:00,42181.1484375,42239.625,42157.828125,42196.1640625,42196.1640625,0,2023-12-16 07:00:00+00:00
