Datetime,Open,High,Low,Close,Adj Close,Volume,Date
2023-11-22 00:00:00+00:00,35756.5546875,36146.75,35670.97265625,36105.0390625,36105.0390625,0,2023-11-22 00:00:00+00:00
2023-11-22 01:00:00+00:00,36113.69921875,36176.88671875,36071.2734375,36096.16015625,36096.16015625,318529536,2023-11-22 01:00:00+00:00
2023-11-22 02:00:00+00:00,36096.76953125,36303.8359375,36055.59765625,36303.8359375,36303.8359375,125970432,2023-11-22 02:00:00+00:00
2023-11-22 03:00:00+00:00,36301.53125,36385.24609375,36258.83984375,36385.24609375,36385.24609375,178800640,2023-11-22 03:00:00+00:00
2023-11-22 04:00:00+00:00,36389.31640625,36473.81640625,36341.53125,36446.34375,36446.34375,381511680,2023-11-22 04:00:00+00:00
2023-11-22 05:00:00+00:00,36435.73046875,36489.95703125,36352.9921875,36352.9921875,36352.9921875,112015360,2023-11-22 05:00:00+00:00
2023-11-22 06:00:00+00:00,36368.953125,36560.74609375,36368.953125,36532.703125,36532.703125,236703744,2023-11-22 06:00:00+00:00
2023-11-22 07:00:00+00:00,36524.76953125,36570.5859375,36457.5625,36467.7265625,36467.7265625,10285056,2023-11-22 07:00:00+00:00
2023-11-22 08:00:00+00:00,36453.8359375,36554.21875,36421.48046875,36553.46484375,36553.46484375,137273344,2023-11-22 08:00:00+00:00
2023-11-22 09:00:00+00:00,36560.84375,36686.83203125,36517.27734375,36673.06640625,36673.06640625,313221120,2023-11-22 09:00:00+00:00
2023-11-22 10:00:00+00:00,36697.796875,36760.04296875,36579.53515625,36691.83984375,36691.83984375,308674560,2023-11-22 10:00:00+00:00
2023-11-22 11:00:00+00:00,36676.9140625,36677.71484375,36463.875,36463.875,36463.875,63428608,2023-11-22 11:00:00+00:00
2023-11-22 12:00:00+00:00,36469.51953125,36590.34375,36464.36328125,36569.05859375,36569.05859375,116330496,2023-11-22 12:00:00+00:00
2023-11-22 13:00:00+00:00,36570.01171875,36636.59765625,36478.265625,36629.6640625,36629.6640625,98768896,2023-11-22 13:00:00+00:00
2023-11-22 14:00:00+00:00,36619.09375,36655.0859375,36308.77734375,36407.57421875,36407.57421875,0,2023-11-22 14:00:00+00:00
2023-11-22 15:00:00+00:00,36399.73046875,36615.875,36255.28515625,36468.26171875,36468.26171875,0,2023-11-22 15:00:00+00:00
2023-11-22 16:00:00+00:00,36493.75390625,36578.58984375,36397.3046875,36450.00390625,36450.00390625,0,2023-11-22 16:00:00+00:00
2023-11-22 17:00:00+00:00,36468.89453125,36639.04296875,36467.04296875,36571.15625,36571.15625,0,2023-11-22 17:00:00+00:00
2023-11-22 18:00:00+00:00,36581.59375,37221.5625,36577.64453125,37202.46875,37202.46875,1096816640,2023-11-22 18:00:00+00:00
2023-11-22 19:00:00+00:00,37201.0703125,37431.46875,37142.34765625,37292.49609375,37292.49609375,680187904,2023-11-22 19:00:00+00:00
2023-11-22 20:00:00+00:00,37300.1640625,37615.51171875,37242.80859375,37615.51171875,37615.51171875,158828544,2023-11-22 20:00:00+00:00
2023-11-22 21:00:00+00:00,37630.234375,37856.98046875,37551.703125,37626.7734375,37626.7734375,976982016,2023-11-22 21:00:00+00:00
2023-11-22 22:00:00+00:00,37633.296875,37759.9921875,37397.5546875,37468.59375,37468.59375,0,2023-11-22 22:00:00+00:00
2023-11-22 23:00:00+00:00,37463.3125,37471.859375,37260.23046875,37449.4453125,37449.4453125,0,2023-11-22 23:00:00+00:00
2023-11-23 00:00:00+00:00,37420.43359375,37541.60546875,37312.31640625,37327.25,37327.25,0,2023-11-23 00:00:00+00:00
2023-11-23 01:00:00+00:00,37320.29296875,37483.48828125,37320.29296875,37433.73046875,37433.73046875,0,2023-11-23 01:00:00+00:00
2023-11-23 02:00:00+00:00,37425.34375,37443.71875,37342.35546875,37356.37890625,37356.37890625,0,2023-11-23 02:00:00+00:00
2023-11-23 03:00:00+00:00,37348.5,37382.57421875,37275.83984375,37314.75390625,37314.75390625,0,2023-11-23 03:00:00+00:00
